259200000,104396
262800000,91019
266400000,75672
270000000,56906
273600000,34197
277200000,15733
280800000,15934
284400000,21748
288000000,33471
291600000,50838
295200000,70493
298800000,83727
302400000,91188
306000000,92174
309600000,90405
313200000,85644
316800000,82324
320400000,84213
324000000,86853
327600000,77582
331200000,69103
334800000,63116
338400000,58113
342000000,48249
345600000,34211
349200000,21442
352800000,14701
356400000,10920
360000000,10765
363600000,16537
367200000,40261
370800000,67223
374400000,81966
378000000,78095
381600000,69888
385200000,70746
388800000,75582
392400000,75968
396000000,76945
399600000,72784
403200000,62770
406800000,70801
410400000,82236
414000000,77883
417600000,68376
421200000,62394
424800000,52669
428400000,37708
432000000,26877
435600000,14828
439200000,9447
442800000,6016
446400000,6535
450000000,12636
453600000,35029
457200000,63282
460800000,76349
464400000,71266
468000000,63157
471600000,63149
475200000,65942
478800000,64830
482400000,71196
486000000,71829
489600000,64136
493200000,78035
496800000,98547
500400000,96048
504000000,91441
507600000,90007
511200000,77408
514800000,55932
518400000,35148
522000000,21133
525600000,13351
529200000,9228
532800000,9189
536400000,16231
540000000,46348
543600000,84797
547200000,100876
550800000,92674
554400000,79709
558000000,77414
561600000,79866
565200000,78823
568800000,84637
572400000,83190
576000000,72019
579600000,89729
583200000,113517
586800000,116099
590400000,107594
594000000,106203
597600000,97537
601200000,68675
604800000,71632
608400000,57202
612000000,43768
615600000,35151
619200000,27224
622800000,25991
626400000,54625
630000000,93770
633600000,109110
637200000,102262
640800000,92565
644400000,93279
648000000,100061
651600000,98328
655200000,105951
658800000,105601
662400000,89365
666000000,107469
669600000,132685
673200000,136463
676800000,130258
680400000,129872
684000000,123261
687600000,102320
691200000,70271
694800000,43928
698400000,29284
702000000,19743
705600000,16709
709200000,20750
712800000,52380
716400000,90973
720000000,105709
723600000,104436
727200000,96307
730800000,97308
734400000,102524
738000000,102104
741600000,111027
745200000,106858
748800000,92254
752400000,114894
756000000,142845
759600000,152757
763200000,140380
766800000,135221
770400000,140495
774000000,138030
777600000,127436
781200000,105593
784800000,81910
788400000,60560
792000000,38652
795600000,19559
799200000,23878
802800000,34334
806400000,54321
810000000,80463
813600000,95699
817200000,110881
820800000,122316
824400000,123360
828000000,118726
831600000,122782
835200000,113730
838800000,123649
842400000,142904
846000000,148398
849600000,126800
853200000,124766
856800000,137476
860400000,141515
